Interval Size;Interval Size;Return Frequency of Peak Duration;Rainfall of Peak Duration;Interval Start Date;Interval Ending on Date
water year = 1957-1958
29;29;0;4.52;8/8/1966;9/6/1966
30;30;0;4.52;8/6/1966;9/5/1966
31;31;0;4.52;8/6/1966;9/6/1966
32;32;0;4.52;8/2/1966;9/3/1966
33;33;0;4.77;8/1/1966;9/3/1966
34;34;0;4.77;7/31/1966;9/3/1966
35;35;0;4.77;8/1/1966;9/5/1966
36;36;0;4.77;7/31/1966;9/5/1966
37;37;0;4.77;7/30/1966;9/5/1966
38;38;0;4.800001;7/27/1966;9/3/1966
39;39;0;5.05;7/26/1966;9/3/1966
40;40;0;5.05;7/25/1966;9/3/1966
41;41;0;5.05;7/26/1966;9/5/1966
42;42;0;5.050001;7/24/1966;9/4/1966
43;43;0;5.050001;7/26/1966;9/7/1966
44;44;0;5.05;7/24/1966;9/6/1966
45;45;0;5.14;8/9/1966;9/23/1966
46;46;0;5.2;8/8/1966;9/23/1966
47;47;0;5.2;8/8/1966;9/24/1966
48;48;0;5.2;8/8/1966;9/25/1966
49;49;0;5.2;8/6/1966;9/24/1966
50;50;0;5.44;8/10/1966;9/29/1966
51;51;0;5.6;8/9/1966;9/29/1966
52;52;0;5.84;3/21/1966;5/12/1966
53;53;0;5.84;3/20/1966;5/12/1966
54;54;0;5.84;3/19/1966;5/12/1966
55;55;0;6.029999;3/18/1966;5/12/1966
56;56;0;6.09;3/17/1966;5/12/1966
57;57;0;6.11;7/8/1966;9/3/1966
58;58;0;6.11;7/7/1966;9/3/1966
59;59;0;6.139999;4/18/1966;6/16/1966
60;60;0;6.460001;4/17/1966;6/16/1966
water year = 1966-1967
1;1;0;1.78;6/28/1967;6/29/1967
2;2;0;2.33;7/17/1967;7/19/1967
3;3;0;2.43;12/5/1966;12/8/1966
4;4;0;2.7;12/4/1966;12/8/1966
5;5;1.7614674101515410063467773454;3.24;12/5/1966;12/10/1966
6;6;1.9911513117722332251915490116;3.51;12/4/1966;12/10/1966
7;7;1.5897435897435897435897435897;3.54;12/4/1966;12/11/1966
8;8;1.190083156887343987861177089;3.54;12/3/1966;12/11/1966
9;9;0;3.54;12/4/1966;12/13/1966
10;10;0;3.55;12/1/1966;12/11/1966
11;11;0;3.55;12/1/1966;12/12/1966
12;12;0;3.87;11/28/1966;12/10/1966
13;13;0;3.94;11/27/1966;12/10/1966
14;14;0;4.3;11/26/1966;12/10/1966
15;15;0;4.33;11/26/1966;12/11/1966
16;16;0;4.47;11/24/1966;12/10/1966
17;17;0;4.5;11/24/1966;12/11/1966
18;18;0;4.5;11/23/1966;12/11/1966
19;19;0;4.5;11/24/1966;12/13/1966
20;20;0;4.5;11/24/1966;12/14/1966
21;21;0;4.64;6/28/1967;7/19/1967
22;22;0;5.14;6/7/1967;6/29/1967
23;23;1.6709090909090909090909090909;5.84;6/6/1967;6/29/1967
24;24;1.9857160714285714285714285714;6.140001;6/6/1967;6/30/1967
25;25;1.8684210526315789473684210526;6.2;6/5/1967;6/30/1967
26;26;1.6517241379310344827586206897;6.2;6/5/1967;7/1/1967
27;27;1.6288135593220338983050847458;6.31;6/6/1967;7/3/1967
28;28;1.5233333333333333333333333333;6.37;6/5/1967;7/3/1967
29;29;1.3229508196721311475409836066;6.37;6/5/1967;7/4/1967
30;30;1.1290322580645161290322580645;6.37;6/4/1967;7/4/1967
31;31;0;6.37;6/4/1967;7/5/1967
32;32;0;6.370001;6/4/1967;7/6/1967
33;33;0;6.37;6/5/1967;7/8/1967
34;34;1.2373742424242424242424242424;6.86;6/15/1967;7/19/1967
35;35;1.0796016113456885756545905292;6.86;6/15/1967;7/20/1967
36;36;0;6.86;6/13/1967;7/19/1967
37;37;0;6.86;6/14/1967;7/21/1967
38;38;0;6.86;6/13/1967;7/21/1967
39;39;0;6.99;6/10/1967;7/19/1967
40;40;0;7.04;6/9/1967;7/19/1967
41;41;0;7.09;6/8/1967;7/19/1967
42;42;1.6351351351351351351351351351;8;6/7/1967;7/19/1967
43;43;2.7969825528669858498440857012;8.700001;6/6/1967;7/19/1967
44;44;2.6550597014925373134328358209;8.76;6/5/1967;7/19/1967
45;45;2.3688524590163934426229508196;8.76;6/5/1967;7/20/1967
46;46;2.1233774350649350649350649351;8.76;6/5/1967;7/21/1967
47;47;1.9382945378652052960315266539;8.760001;6/5/1967;7/22/1967
48;48;1.8145350877192982456140350877;8.759999;6/4/1967;7/22/1967
49;49;1.6936431435355671079963286525;8.760001;6/2/1967;7/21/1967
50;50;1.5755099691796044164879932702;8.76;6/2/1967;7/22/1967
51;51;1.46004963680387409200968523;8.760001;6/5/1967;7/26/1967
52;52;1.3591382119466129076667628359;8.77;6/6/1967;7/28/1967
53;53;1.3196534022835007363839993938;8.83;6/5/1967;7/28/1967
54;54;1.2107740046838407494145199063;8.830001;6/4/1967;7/28/1967
55;55;1.8223952982221228656845041253;9.450001;6/6/1967;7/31/1967
56;56;1.9052697076891872844968355627;9.619999;6/6/1967;8/1/1967
57;57;1.8616768707482993197278911565;9.679999;6/5/1967;8/1/1967
58;58;1.7516825884768353088345010574;9.68;6/4/1967;8/1/1967
59;59;1.6439654435415373649201539741;9.68;6/4/1967;8/2/1967
60;60;1.5384615384615384615384615385;9.68;6/2/1967;8/1/1967
water year = 1967-1968
1;1;10.671641791044776119402985074;3.29;6/25/1968;6/26/1968
2;2;64.0625;5.3;6/24/1968;6/26/1968
3;3;76.865671641791044776119402985;5.8;6/23/1968;6/26/1968
4;4;75.735294117647058823529411765;6.06;6/23/1968;6/27/1968
5;5;309.09088252654709516045140289;7.77;6/21/1968;6/26/1968
6;6;299.68092641563144269375165839;8.030001;6/21/1968;6/27/1968
7;7;236.79245283018867924528301922;8.1;6/20/1968;6/27/1968
8;8;184.05176036713808928365917399;8.1;6/19/1968;6/27/1968
9;9;155.93225079004304240935797403;8.13;6/20/1968;6/29/1968
10;10;125.000125;8.130001;6/19/1968;6/29/1968
11;11;112.39158908499267037505622684;8.23;6/16/1968;6/27/1968
12;12;93.55670103092783505154639175;8.23;6/16/1968;6/28/1968
13;13;82.78061224489795918367346939;8.26;6/16/1968;6/29/1968
14;14;91.79292929292929292929292929;8.6;6/21/1968;7/5/1968
15;15;83.75;8.67;6/21/1968;7/6/1968
16;16;75.866368646495849623576266802;8.740001;6/20/1968;7/6/1968
17;17;63.848039215686274509803921569;8.74;6/20/1968;7/7/1968
18;18;61.771830373992264572494450856;8.9;6/21/1968;7/9/1968
19;19;75.360576923076923076923076923;9.32;6/21/1968;7/10/1968
20;20;67.857142857142857142857142857;9.39;6/20/1968;7/10/1968
21;21;57.624113475177304964539007092;9.39;6/19/1968;7/10/1968
22;22;48.73185386473429951690821256;9.389999;6/19/1968;7/11/1968
23;23;43.637940695411355541988599775;9.389999;6/19/1968;7/12/1968
24;24;42.494098706739117329648546515;9.52;6/16/1968;7/10/1968
25;25;76.724137931034482758620689655;10.41;6/21/1968;7/16/1968
26;26;70.776255707762557077625570776;10.48;6/20/1968;7/16/1968
27;27;60.941043083900226757369614512;10.48;6/20/1968;7/17/1968
28;28;51.238738738738738738738738739;10.48;6/18/1968;7/16/1968
29;29;47.502805836139169472502805836;10.54;6/20/1968;7/19/1968
30;30;44.722222222222222222222222222;10.61;6/16/1968;7/16/1968
31;31;55.926111111111111111111111111;11.06;5/26/1968;6/26/1968
32;32;87.40722222222222222222222222;11.78;5/25/1968;6/26/1968
33;33;133.33333333333333333333333333;12.46;6/21/1968;7/24/1968
34;34;124.07444444444444444444444444;12.53;6/20/1968;7/24/1968
35;35;107.03666666666666666666666667;12.53;6/20/1968;7/25/1968
36;36;95;12.53;6/20/1968;7/26/1968
37;37;88.70388888888888888888888889;12.57;6/21/1968;7/28/1968
38;38;85.185;12.66;6/16/1968;7/24/1968
39;39;76.666666666666666666666666667;12.66;6/15/1968;7/24/1968
40;40;68.148333333333333333333333333;12.66;6/15/1968;7/25/1968
41;41;75.740555555555555555555555556;12.95;6/21/1968;8/1/1968
42;42;71.111111111111111111111111111;13.02;6/20/1968;8/1/1968
43;43;62.592777777777777777777777778;13.02;6/20/1968;8/2/1968
44;44;54.073888888888888888888888889;13.02;6/19/1968;8/2/1968
45;45;48;13.02;6/18/1968;8/2/1968
46;46;55;13.33;5/25/1968;7/10/1968
47;47;48.766443310668785094687811473;13.33;5/24/1968;7/10/1968
48;48;45.34313725490196078431372549;13.33;5/25/1968;7/12/1968
49;49;80.55555555555555555555555556;14.21;6/21/1968;8/9/1968
50;50;76.666666666666666666666666667;14.28;6/20/1968;8/9/1968
51;51;68.888888888888888888888888889;14.28;6/19/1968;8/9/1968
52;52;68.888888888888888888888888889;14.42;5/25/1968;7/16/1968
53;53;61.111111111111111111111111111;14.42;5/24/1968;7/16/1968
54;54;53.333333333333333333333333333;14.42;5/24/1968;7/17/1968
55;55;51.111111111111111111111111111;14.52;5/22/1968;7/16/1968
56;56;158.88888888888888888888888889;16.07;6/21/1968;8/16/1968
57;57;187.77777777777777777777777778;16.47;6/21/1968;8/17/1968
58;58;180;16.54;6/20/1968;8/17/1968
59;59;164.44444444444444444444444444;16.54;6/19/1968;8/17/1968
60;60;148.88888888888888888888888889;16.54;6/19/1968;8/18/1968
water year = 1968-1969
1;1;0;1.31;7/18/1969;7/19/1969
2;2;0;2.04;7/17/1969;7/19/1969
3;3;1.2941176470588235294117647059;2.69;7/16/1969;7/19/1969
4;4;0;2.73;7/16/1969;7/20/1969
5;5;0;2.73;7/16/1969;7/21/1969
6;6;0;2.73;7/14/1969;7/20/1969
7;7;0;2.76;7/17/1969;7/24/1969
8;8;0;3.41;7/16/1969;7/24/1969
9;9;1.2239995583992934388695021912;3.71;7/16/1969;7/25/1969
10;10;1.0465116279069767441860465116;3.79;7/16/1969;7/26/1969
11;11;1.6719817767653758542141230068;4.2;7/16/1969;7/27/1969
12;12;1.4017857142857142857142857143;4.22;7/16/1969;7/28/1969
13;13;1.0984682713347921225382932166;4.22;7/15/1969;7/28/1969
14;14;1.107296137339055793991416309;4.36;7/16/1969;7/30/1969
15;15;0;4.36;7/15/1969;7/30/1969
16;16;0;4.36;7/3/1969;7/19/1969
17;17;0;4.4;7/3/1969;7/20/1969
18;18;0;4.4;7/3/1969;7/21/1969
19;19;0;4.4;7/3/1969;7/22/1969
20;20;0;4.41;6/29/1969;7/19/1969
21;21;0;5.08;7/3/1969;7/24/1969
22;22;1.0481481481481481481481481481;5.38;7/3/1969;7/25/1969
23;23;0;5.46;7/3/1969;7/26/1969
24;24;1.5035714285714285714285714286;5.87;7/3/1969;7/27/1969
25;25;1.3245596491228070175438596491;5.889999;7/3/1969;7/28/1969
26;26;1.1172413793103448275862068966;5.89;7/3/1969;7/29/1969
27;27;1.1542372881355932203389830508;6.03;7/3/1969;7/30/1969
28;28;0;6.03;7/2/1969;7/30/1969
29;29;0;6.029999;7/3/1969;8/1/1969
30;30;0;6.03;7/3/1969;8/2/1969
31;31;0;6.08;6/29/1969;7/30/1969
32;32;0;6.3;7/16/1969;8/17/1969
33;33;0;6.309999;7/16/1969;8/18/1969
34;34;0;6.309999;7/16/1969;8/19/1969
35;35;0;6.41;6/22/1969;7/27/1969
36;36;0;6.559999;6/19/1969;7/25/1969
37;37;0;6.639999;6/19/1969;7/26/1969
38;38;0;7.049999;6/19/1969;7/27/1969
39;39;0;7.099999;6/18/1969;7/27/1969
40;40;0;7.14;6/17/1969;7/27/1969
41;41;0;7.21;6/19/1969;7/30/1969
42;42;0;7.259999;6/18/1969;7/30/1969
43;43;0;7.299999;6/17/1969;7/30/1969
44;44;0;7.34;6/13/1969;7/27/1969
45;45;1.1688298701298701298701298701;7.969999;7/3/1969;8/17/1969
46;46;1.0641574269278986004698889948;7.98;7/3/1969;8/18/1969
47;47;0;7.98;7/2/1969;8/18/1969
48;48;0;8.089999;3/23/1969;5/10/1969
49;49;0;8.13;6/7/1969;7/26/1969
50;50;1.3061235485210006036732229905;8.540001;6/7/1969;7/27/1969
51;51;1.3268777239709443099273607748;8.650001;6/4/1969;7/25/1969
52;52;1.3112531170203978533111944578;8.73;6/4/1969;7/26/1969
53;53;1.6866626887723934137436247141;9.140001;6/4/1969;7/27/1969
54;54;1.5971908665105386416861826698;9.160001;6/4/1969;7/28/1969
55;55;1.5328210551432645340789706869;9.200002;6/2/1969;7/27/1969
56;56;1.5385788622693421431084250923;9.3;6/4/1969;7/30/1969
57;57;1.4308378684807256235827664399;9.299999;6/4/1969;7/31/1969
58;58;1.3926716666573173946944751412;9.360001;6/2/1969;7/30/1969
59;59;1.2886747769163212760264291845;9.36;6/2/1969;7/31/1969
60;60;1.1868142857142857142857142857;9.360001;6/1/1969;7/31/1969
water year = 1969-1970
1;1;0;1.38;6/12/1970;6/13/1970
2;2;0;1.94;7/18/1970;7/20/1970
3;3;0;2;5/22/1970;5/25/1970
4;4;0;2;5/21/1970;5/25/1970
5;5;0;2;5/20/1970;5/25/1970
6;6;0;2.4;6/12/1970;6/18/1970
7;7;0;2.4;6/11/1970;6/18/1970
8;8;0;2.74;7/12/1970;7/20/1970
9;9;0;2.75;7/12/1970;7/21/1970
10;10;0;2.82;7/10/1970;7/20/1970
11;11;0;2.97;7/9/1970;7/20/1970
12;12;0;2.99;7/8/1970;7/20/1970
13;13;0;3.48;7/7/1970;7/20/1970
14;14;0;3.52;5/11/1970;5/25/1970
15;15;0;3.52;5/11/1970;5/26/1970
16;16;0;3.57;7/4/1970;7/20/1970
17;17;0;3.69;7/3/1970;7/20/1970
18;18;0;3.75;7/12/1970;7/30/1970
19;19;0;3.75;7/12/1970;7/31/1970
20;20;0;4.04;7/12/1970;8/1/1970
21;21;0;4.039999;7/11/1970;8/1/1970
22;22;0;4.2;7/12/1970;8/3/1970
23;23;0;4.49;7/7/1970;7/30/1970
24;24;0;4.49;7/7/1970;7/31/1970
25;25;0;4.78;7/7/1970;8/1/1970
26;26;0;4.78;7/7/1970;8/2/1970
27;27;0;4.94;7/7/1970;8/3/1970
28;28;0;4.94;7/6/1970;8/3/1970
29;29;0;4.99;7/3/1970;8/1/1970
30;30;0;5.03;7/4/1970;8/3/1970
31;31;0;5.15;7/3/1970;8/3/1970
32;32;0;5.18;7/2/1970;8/3/1970
33;33;0;5.34;5/11/1970;6/13/1970
34;34;0;5.38;5/12/1970;6/15/1970
35;35;0;5.75;5/11/1970;6/15/1970
36;36;0;5.75;5/10/1970;6/15/1970
37;37;0;5.99;5/12/1970;6/18/1970
38;38;0;6.99;6/12/1970;7/20/1970
39;39;0;7;6/12/1970;7/21/1970
40;40;0;7;6/11/1970;7/21/1970
41;41;0;7.05;6/12/1970;7/23/1970
42;42;0;7.15;6/12/1970;7/24/1970
43;43;0;7.25;6/12/1970;7/25/1970
44;44;0;7.25;6/12/1970;7/26/1970
45;45;0;7.25;6/10/1970;7/25/1970
46;46;0;7.25;6/12/1970;7/28/1970
47;47;0;7.25;6/12/1970;7/29/1970
48;48;0;8;6/12/1970;7/30/1970
49;49;0;8;6/12/1970;7/31/1970
50;50;1;8.29;6/12/1970;8/1/1970
51;51;0;8.290001;6/12/1970;8/2/1970
52;52;0;8.450001;6/12/1970;8/3/1970
53;53;0;8.45;6/12/1970;8/4/1970
54;54;0;8.45;6/10/1970;8/3/1970
55;55;0;8.45;6/12/1970;8/6/1970
56;56;0;8.45;6/9/1970;8/4/1970
57;57;0;8.449999;6/11/1970;8/7/1970
58;58;0;8.45;6/9/1970;8/6/1970
59;59;1.3663946102405872954719314822;9.43;5/22/1970;7/20/1970
60;60;1.2747263736263736263736263736;9.440001;5/22/1970;7/21/1970
water year = 1970-1971
1;1;25.438596491228070175438596491;3.94;9/26/1971;9/27/1971
2;2;15.878378378378378378378378382;4.05;9/25/1971;9/27/1971
3;3;11.168831168831168831168831170;4.1;9/24/1971;9/27/1971
4;4;8.333333333333333333333333333;4.1;9/24/1971;9/28/1971
5;5;6.3772416902744369614149931647;4.1;9/22/1971;9/27/1971
6;6;4.7499972656292724542617902155;4.1;9/24/1971;9/30/1971
7;7;3.8181818181818181818181818182;4.1;9/21/1971;9/28/1971
8;8;9.194441666666666666666666667;5.05;9/19/1971;9/27/1971
9;9;7.5956272059462392561299280818;5.05;9/18/1971;9/27/1971
10;10;6.0483870967741935483870967742;5.05;9/18/1971;9/28/1971
11;11;4.922448979591836734693877551;5.06;9/16/1971;9/27/1971
12;12;4.368;5.08;9/15/1971;9/27/1971
13;13;3.7568627450980392156862745098;5.08;9/14/1971;9/27/1971
14;14;3.1692307692307692307692307692;5.08;9/13/1971;9/27/1971
15;15;2.603773584905660377358490566;5.08;9/15/1971;9/30/1971
16;16;2.0592592592592592592592592593;5.08;9/13/1971;9/29/1971
17;17;1.7403651115618661257606490872;5.08;9/10/1971;9/27/1971
18;18;1.4581673306772908366533864542;5.08;9/9/1971;9/27/1971
19;19;1.1859099804305283757338551859;5.08;9/8/1971;9/27/1971
20;20;0;5.08;9/7/1971;9/27/1971
21;21;0;5.08;9/9/1971;9/30/1971
22;22;0;5.11;9/5/1971;9/27/1971
23;23;0;5.11;9/5/1971;9/28/1971
24;24;0;5.26;9/3/1971;9/27/1971
25;25;0;5.260001;9/2/1971;9/27/1971
26;26;0;5.26;9/3/1971;9/29/1971
27;27;0;5.26;9/1/1971;9/28/1971
28;28;0;5.26;8/31/1971;9/28/1971
29;29;0;5.26;8/31/1971;9/29/1971
30;30;0;5.260001;8/30/1971;9/29/1971
31;31;0;5.26;8/30/1971;9/30/1971
32;32;0;5.26;8/26/1971;9/27/1971
33;33;0;5.27;8/25/1971;9/27/1971
34;34;0;5.270001;8/24/1971;9/27/1971
35;35;0;5.27;8/25/1971;9/29/1971
36;36;0;5.27;8/25/1971;9/30/1971
37;37;0;5.27;8/23/1971;9/29/1971
38;38;0;5.27;8/21/1971;9/28/1971
39;39;0;5.280001;8/19/1971;9/27/1971
40;40;0;5.280001;8/18/1971;9/27/1971
41;41;0;5.280001;8/18/1971;9/28/1971
42;42;0;5.280001;8/18/1971;9/29/1971
43;43;0;5.28;8/15/1971;9/27/1971
44;44;0;5.280001;8/17/1971;9/30/1971
45;45;0;5.280001;8/14/1971;9/28/1971
46;46;0;5.280001;8/12/1971;9/27/1971
47;47;0;5.28;8/12/1971;9/28/1971
48;48;0;5.690001;8/10/1971;9/27/1971
49;49;0;5.89;8/9/1971;9/27/1971
50;50;0;5.890001;8/8/1971;9/27/1971
51;51;0;5.890001;8/7/1971;9/27/1971
52;52;0;5.89;8/6/1971;9/27/1971
53;53;0;5.89;8/5/1971;9/27/1971
54;54;0;5.89;8/7/1971;9/30/1971
55;55;0;5.89;8/3/1971;9/27/1971
56;56;0;5.930001;10/8/1970;12/3/1970
57;57;0;5.949999;10/8/1970;12/4/1970
58;58;0;5.95;10/8/1970;12/5/1970
59;59;0;5.949999;10/8/1970;12/6/1970
60;60;0;5.95;10/5/1970;12/4/1970
water year = 1971-1972
1;1;0;1.28;12/29/1971;12/30/1971
2;2;0;1.82;4/14/1972;4/16/1972
3;3;0;1.85;4/14/1972;4/17/1972
4;4;0;1.91;4/12/1972;4/16/1972
5;5;0;2.14;4/14/1972;4/19/1972
6;6;0;2.46;4/14/1972;4/20/1972
7;7;0;2.46;4/14/1972;4/21/1972
8;8;0;2.93;4/14/1972;4/22/1972
9;9;0;2.93;4/14/1972;4/23/1972
10;10;0;3.02;4/12/1972;4/22/1972
11;11;0;3.02;4/12/1972;4/23/1972
12;12;0;3.02;4/10/1972;4/22/1972
13;13;0;3.02;4/11/1972;4/24/1972
14;14;0;3.02;4/11/1972;4/25/1972
15;15;0;3.02;4/10/1972;4/25/1972
16;16;0;3.21;4/6/1972;4/22/1972
17;17;0;3.41;4/14/1972;5/1/1972
18;18;0;3.41;4/14/1972;5/2/1972
19;19;0;3.56;4/3/1972;4/22/1972
20;20;0;3.56;4/3/1972;4/23/1972
21;21;0;3.57;4/1/1972;4/22/1972
22;22;0;3.68;4/14/1972;5/6/1972
23;23;0;4.07;4/14/1972;5/7/1972
24;24;0;4.61;4/14/1972;5/8/1972
25;25;0;4.62;4/14/1972;5/9/1972
26;26;0;4.7;4/12/1972;5/8/1972
27;27;0;4.71;4/12/1972;5/9/1972
28;28;0;4.71;4/11/1972;5/9/1972
29;29;0;4.71;4/14/1972;5/13/1972
30;30;0;4.78;4/14/1972;5/14/1972
31;31;0;5.28;4/14/1972;5/15/1972
32;32;0;5.28;4/13/1972;5/15/1972
33;33;0;5.37;4/12/1972;5/15/1972
34;34;0;5.37;4/12/1972;5/16/1972
35;35;0;5.37;4/11/1972;5/16/1972
36;36;0;5.37;4/9/1972;5/15/1972
37;37;0;5.37;4/11/1972;5/18/1972
38;38;0;5.37;4/9/1972;5/17/1972
39;39;0;5.56;4/6/1972;5/15/1972
40;40;0;5.56;4/5/1972;5/15/1972
41;41;0;5.56;4/4/1972;5/15/1972
42;42;0;5.909999;4/3/1972;5/15/1972
43;43;0;5.91;4/3/1972;5/16/1972
44;44;0;5.92;4/1/1972;5/15/1972
45;45;0;5.930001;3/31/1972;5/15/1972
46;46;0;6.12;4/14/1972;5/30/1972
47;47;0;6.130001;4/14/1972;5/31/1972
48;48;0;6.21;4/12/1972;5/30/1972
49;49;0;6.22;4/12/1972;5/31/1972
50;50;0;6.22;4/12/1972;6/1/1972
51;51;0;6.23;4/12/1972;6/2/1972
52;52;0;6.25;4/12/1972;6/3/1972
53;53;0;6.25;4/11/1972;6/3/1972
54;54;0;6.4;4/6/1972;5/30/1972
55;55;0;6.6;3/21/1972;5/15/1972
56;56;0;6.6;3/20/1972;5/15/1972
57;57;0;6.98;3/12/1972;5/8/1972
58;58;0;6.99;3/12/1972;5/9/1972
59;59;0;6.990001;3/11/1972;5/9/1972
60;60;0;6.99;3/11/1972;5/10/1972
water year = 1972-1973
1;1;0;1.51;3/16/1973;3/17/1973
2;2;0;2.02;9/27/1973;9/29/1973
3;3;0;2.05;10/20/1972;10/23/1972
4;4;0;2.42;7/24/1973;7/28/1973
5;5;0;2.42;7/24/1973;7/29/1973
6;6;0;2.42;7/24/1973;7/30/1973
7;7;0;2.9;7/24/1973;7/31/1973
8;8;0;3.15;7/24/1973;8/1/1973
9;9;1.1279994047990476784762855621;3.67;7/19/1973;7/28/1973
10;10;0;3.67;7/19/1973;7/29/1973
11;11;0;3.67;7/17/1973;7/28/1973
12;12;1.2455357142857142857142857143;4.15;7/19/1973;7/31/1973
13;13;1.4923413566739606126914660832;4.4;7/19/1973;8/1/1973
14;14;1.1931330472103004291845493562;4.4;7/18/1973;8/1/1973
15;15;0;4.4;7/19/1973;8/3/1973
16;16;0;4.54;7/24/1973;8/9/1973
17;17;1.2941176470588235294117647059;4.86;7/24/1973;8/10/1973
18;18;1.019920318725099601593625498;4.86;7/23/1973;8/10/1973
19;19;0;4.86;7/23/1973;8/11/1973
20;20;0;4.86;7/21/1973;8/10/1973
21;21;2.0780542986425339366515837104;5.79;7/19/1973;8/9/1973
22;22;2.7216035634743875278396436526;6.11;7/19/1973;8/10/1973
23;23;2.2927631578947368421052631579;6.11;7/19/1973;8/11/1973
24;24;1.9321428571428571428571428571;6.11;7/18/1973;8/11/1973
25;25;1.7105263157894736842105263158;6.11;7/17/1973;8/11/1973
26;26;1.4965517241379310344827586207;6.11;7/16/1973;8/11/1973
27;27;1.289830508474576271186440678;6.11;7/15/1973;8/11/1973
28;28;1.1066666666666666666666666667;6.12;7/13/1973;8/10/1973
29;29;1.1590163934426229508196721311;6.27;7/2/1973;7/31/1973
30;30;1.3709677419354838709677419355;6.52;7/2/1973;8/1/1973
31;31;1.597884126984126984126984127;6.77;7/9/1973;8/9/1973
32;32;2.6165722543352601156069364162;7.35;6/26/1973;7/28/1973
33;33;3.454375475285171102661596958;7.760001;6/25/1973;7/28/1973
34;34;3.1163254068241962249566370012;7.760001;6/24/1973;7/28/1973
35;35;3.0925972222222222222222222222;7.870001;6/23/1973;7/28/1973
36;36;3.7824524680073126142595978061;8.240001;6/25/1973;7/31/1973
37;37;4.1299655866736582367705444307;8.490001;6/25/1973;8/1/1973
38;38;3.8003598933688889205783605866;8.490001;6/24/1973;8/1/1973
39;39;3.7693661971830985915492957745;8.6;6/23/1973;8/1/1973
40;40;3.4521735198491131746841959267;8.6;6/22/1973;8/1/1973
41;41;3.1426118063675312435835425974;8.6;6/22/1973;8/2/1973
42;42;2.8404074702886247877758913412;8.6;6/22/1973;8/3/1973
43;43;2.6208056872435509701753605911;8.63;6/19/1973;8/1/1973
44;44;4.4212288557213930348258706468;9.47;6/26/1973;8/9/1973
45;45;5.2577319587628865979381443299;9.88;6/25/1973;8/9/1973
46;46;6.3125813807864720395154145232;10.2;6/25/1973;8/10/1973
47;47;5.7361641316730957568005116623;10.2;6/25/1973;8/11/1973
48;48;5.7185039370078740157480314961;10.31;6/23/1973;8/10/1973
49;49;5.1680823006961816665697054318;10.31;6/23/1973;8/11/1973
50;50;4.8203051086599015783556757287;10.31;6/23/1973;8/12/1973
51;51;4.5634674922600619195046439626;10.31;6/22/1973;8/12/1973
52;52;4.3803743413520123129117628336;10.34;6/19/1973;8/10/1973
53;53;4.1322132244379382113870561084;10.34;6/18/1973;8/10/1973
54;54;3.888554216867469879518072289;10.34;6/18/1973;8/11/1973
55;55;4.2537371352323923113260701328;10.61;6/26/1973;8/20/1973
56;56;4.9230696973305532606066702513;11.02;6/25/1973;8/20/1973
57;57;4.6788856304985337243401759529;11.02;6/24/1973;8/20/1973
58;58;4.6787854034459402498263076348;11.13;6/23/1973;8/20/1973
59;59;4.4409149855907780979827089335;11.13;6/23/1973;8/21/1973
60;60;4.207142857142857142857142857;11.13;6/23/1973;8/22/1973
water year = 1973-1974
1;1;0;1.18;11/27/1973;11/28/1973
2;2;0;1.42;3/7/1974;3/9/1974
3;3;0;1.53;3/6/1974;3/9/1974
4;4;0;1.66;3/4/1974;3/8/1974
5;5;0;2.14;3/4/1974;3/9/1974
6;6;0;2.58;3/3/1974;3/9/1974
7;7;0;2.63;3/3/1974;3/10/1974
8;8;0;2.77;3/1/1974;3/9/1974
9;9;0;2.88;5/7/1974;5/16/1974
10;10;0;3.03;5/7/1974;5/17/1974
11;11;0;3.03;5/6/1974;5/17/1974
12;12;0;3.08;5/5/1974;5/17/1974
13;13;0;3.15;5/4/1974;5/17/1974
14;14;0;3.36;11/14/1973;11/28/1973
15;15;0;3.36;11/14/1973;11/29/1973
16;16;0;3.66;2/21/1974;3/9/1974
17;17;0;3.71;2/21/1974;3/10/1974
18;18;0;3.71;2/21/1974;3/11/1974
19;19;0;4.14;2/18/1974;3/9/1974
20;20;0;4.19;2/18/1974;3/10/1974
21;21;0;4.19;2/17/1974;3/10/1974
22;22;0;4.19;2/17/1974;3/11/1974
23;23;0;4.19;2/18/1974;3/13/1974
24;24;0;4.19;2/15/1974;3/11/1974
25;25;0;4.2;2/18/1974;3/15/1974
26;26;0;4.41;2/18/1974;3/16/1974
27;27;0;4.41;2/17/1974;3/16/1974
28;28;0;4.41;2/18/1974;3/18/1974
29;29;0;4.61;11/14/1973;12/13/1973
30;30;0;4.95;11/20/1973;12/20/1973
31;31;0;4.95;11/20/1973;12/21/1973
32;32;0;4.95;11/20/1973;12/22/1973
33;33;0;4.97;11/17/1973;12/20/1973
34;34;0;5.1;11/23/1973;12/27/1973
35;35;0;5.350001;3/3/1974;4/7/1974
36;36;0;5.75;11/14/1973;12/20/1973
37;37;0;5.95;11/20/1973;12/27/1973
38;38;0;5.95;11/19/1973;12/27/1973
39;39;0;6.05;11/20/1973;12/29/1973
40;40;0;6.05;11/19/1973;12/29/1973
41;41;0;6.15;11/14/1973;12/25/1973
42;42;0;6.17;11/14/1973;12/26/1973
43;43;0;6.75;11/14/1973;12/27/1973
44;44;0;6.75;11/13/1973;12/27/1973
